ISBN,publisher_name,title,author,genre,  num_pages,price,cost,num_in_stock,percentage_to_publishers
9780449220498      ,Fawcett,The Dick Francis Treasury of Great Racing Stories,Dick Francis/John Welcome,Horror,1049,67.51,3.64,126,38.47
9780399143069      ,Putnam Adult,Come to Grief / Decider / Wild Horses,Dick Francis,Short-Story,1236,63.95,4.04,170,37.95
9780515125511      ,Jove,Odds Against,Dick Francis,Non-Fiction,1265,49.63,3.15,20,35.57
9780399244919      ,G.P. Putnam's Sons Books for Young Readers,Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!,Lynne Truss/Bonnie Timmons,Chick lit,612,34.11,1.43,49,40.31
9781861979339      ,Profile Books,Talk to the Hand: The Utter Bloody Rudeness of Everyday Life,Lynne Truss,Adventure,683,49.35,2.02,150,36.15
9780778801467      ,Robert Rose,The Spice and Herb Bible,Ian Hemphill/Kate Hemphill,Suspense,1023,96.86,3.89,92,18.08
9780393325171      ,W. W. Norton  Company,Master and Commander (Aubrey/Maturin   #1),Patrick O'Brian,Non-Fiction,1099,13.05,4.71,285,35.65
9780393325539      ,W. W. Norton  Company,The Making of Master and Commander: The Far Side of the World,Tom McGregor,Romance,723,91.78,1.59,33,39.94
9780786177837      ,Blackstone Audiobooks,The Ionian Mission (Aubrey/Maturin  #8),Patrick O'Brian/Simon Vance,Non-Fiction,1045,34.04,2.98,223,24.19
9780060584085      ,Avon,Her Master and Commander (Just Ask Reeves  #1),Karen Hawkins,Drama,652,58.95,1.5,113,20.13
9780415936842      ,Routledge,Strange Sounds: Music  Technology & Culture,Timothy D. Taylor,Satire,1101,69.82,2.91,54,24.09
9781582432908      ,Counterpoint LLC,Stanley Park,Timothy  Taylor,Mystery,697,51.66,4.56,67,44.39
9780385337632      ,Dial Press Trade Paperback,Crow Lake,Mary Lawson,Fiction,1486,46.8,1.88,108,19.22
9780312861872      ,Tor Books,Xenocide (Ender's Saga  #3),Orson Scott Card/Piotr W. Cholewa,Fiction,203,78.14,3.09,120,30.5
9780786712342      ,Da Capo Press,The Life of Sir Arthur Conan Doyle,John Dickson Carr/Daniel Stashower,Thriller,1177,21.99,1.75,84,42.28
9780142002728      ,Penguin Books,The Lost World (TV Tie-in),Arthur Conan Doyle/Philip Gooden,Chick lit,132,83.68,1.32,65,21.81
9788497643658      ,Edimat Libros,Las aventuras de Sherlock Holmes,Arthur Conan Doyle/Javier Gomez Rea,Science Fiction,671,83,1.16,109,44.24
9780553383539      ,Bantam,Wild Ducks Flying Backward,Tom Robbins,Graphic Novel,531,19.69,3.17,297,24.36
9780684845777      ,Free Press,Unlimited Power: The New Science Of Personal Achievement,Anthony Robbins/Kenneth H. Blanchard/Jason Winters,Short-Story,1404,52.68,4.9,164,31.89
9780721601946      ,Saunders,Robbins and Cotran Review of Pathology,Edward C. Klatt/Vinay   Kumar,Paranormal Romance,603,56.97,2.97,95,10.82
9780553379334      ,Bantam,Fierce Invalids Home from Hot Climates,Tom Robbins,Children,284,52.22,2.55,222,31.76
9781842430354      ,No Exit Press,Jitterbug Perfume,Tom Robbins,Non-Fiction,143,22.94,2.24,174,31.62
9780345418906      ,Del Rey,Life  the Universe and Everything (Hitchhiker's Guide to the Galaxy  #3),Douglas Adams,Crime,106,11.67,3.36,103,38.95
9780330491235      ,Picador USA,So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4),Douglas Adams,Horror,1489,26.01,1.8,80,40.46
9780739332078      ,Random House Audio Publishing Group,The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy  #2),Douglas Adams/Martin  Freeman,Non-Fiction,1478,76.8,1.99,286,25.12
9782290053652      ,J'ai Lu,Starship Titanic,Terry Jones/Marie-Catherine Caillava,Short-Story,1284,44.41,4.08,242,42.63
9780330491198      ,Picador USA,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,Non-Fiction,651,35.28,3.09,204,12.94
9780517599242      ,Harmony,The Illustrated Hitchhiker's Guide To The Galaxy,Douglas Adams,Children,219,48.54,1.32,252,38.99
9782864603498      ,Klincksieck,Margaret Atwood: The Handmaid's Tale,Hélène Greven-Borde,Satire,1265,85.68,3.31,206,43.49
9780385517218      ,Doubleday Books,Point to Point Navigation,Gore Vidal,Action,1294,97.31,4.96,238,32.44
9781594865671      ,Rodale Books,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,Thriller,422,25.84,2.77,68,46.87
9780140260892      ,Penguin Books,Palimpsest,Gore Vidal,Fiction,829,13.06,3.17,78,48.55
9780375708763      ,Vintage,Lincoln,Gore Vidal,Non-Fiction,1425,72.97,3.62,254,23.37
9780375708732      ,Vintage,Burr,Gore Vidal,Adventure,553,88.87,3.85,51,12.61
9780375758737      ,Random House Trade,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,Fiction,954,70.93,2.68,179,48.73
9780684852560      ,Simon  Schuster,The Last Temptation of Christ,Nikos Kazantzakis/Peter A. Bien,Mystery,1037,35.34,4.15,148,48.76
9780373692286      ,Harlequin Temptation,Her Last Temptation,Leslie Kelly,Romance,850,38.62,1.62,297,34.44
9780312936914      ,St. Martin's Paperbacks,The Last Temptation (Tony Hill & Carol Jordan  #3),Val McDermid,Crime,596,57.4,1.76,109,28.97
9780571178568      ,Faber  Faber,The Last Temptation,Nikos Kazantzakis/Peter A. Bien,Fiction,903,98.46,2.73,103,30.5
9781844080083      ,Virago UK,Desert Dawn,Waris Dirie/Jeanne D'Haem,Horror,442,75.61,2.04,180,22.86
9780688172374      ,William Morrow Paperbacks,Desert Flower,Waris Dirie/Cathleen Miller,Romance,728,84.37,4.85,47,44.04
9781844082520      ,Virago UK,Desert Children,Waris Dirie/Corinna Milborn/Sheelagh Alabaster,Science Fiction,692,53.69,3.5,90,19.92
9782226135513      ,Albin Michel,L'Aube du désert,Waris Dirie/Jeanne d' Haem,Chick lit,463,16.11,1.71,35,35.7
9780582435674      ,Longman,The Beach,Joanna Strange,Suspense,183,85.72,4.83,44,31.61
9780091881801      ,Ebury Press,The Weekenders: Travels in the Heart of Africa,W.F. Deedes/Sue Ryan/Alex Garland/Tony Hawks/Andrew O'Hagan/Irvine Welsh/Giles Foden/Victoria Glendinning,Thriller,559,99.57,3.51,287,42.72
9780307264558      ,Knopf Publishing Group,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,Nora Ephron,Graphic Novel,222,28.1,3.72,107,17.51
9780345487421      ,Ballantine Books,Feel the Fear . . . and Do It Anyway,Susan  Jeffers,Anthology,180,11.39,2.12,150,34.96
9780789488770      ,DK Publishing,Touch & Feel: Animals Boxed Set,Jennifer Quasha/Deni Brown/Dawn Sirett,Thriller,644,86.37,2.54,127,22.71
9780060245603      ,HarperCollins,Today I Feel Silly  Other Moods That Make My Day,Jamie Lee Curtis/Laura Cornell,Drama,347,10.73,2.49,171,47.51
9780789479310      ,DK Children,My First Word Touch and Feel,Anne Millard,Anthology,1118,37.05,4.67,43,29.81
9780807588970      ,Albert Whitman  Company,When I Feel Angry,Nancy Cote/Cornelia Maude Spelman,Science Fiction,795,33.77,3.37,177,15.02
9780786818723      ,Disney Press,Violet's House: A Giant Touch-and-Feel Book (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,Thriller,885,14.16,3.84,155,27.07
9780061131523      ,Amistad,The White Masai,Corinne Hofmann/Peter Millar,Non-Fiction,968,98.37,4,142,46.5
9780439401876      ,Scholastic Paperbacks,The Story of a Seagull and the Cat Who Taught Her to Fly,Luis Sepúlveda/Chris Sheban/Margaret Sayers Peden,Satire,753,51.64,1.97,42,48.14
9788439710097      ,Mondadori,Ahora sabréis lo que es correr,Dave Eggers/María Victoria Alonso Blanco,Horror,1001,39.31,3.29,75,43.93
9780486428406      ,Dover Publications,The Burgess Bird Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,Drama,1266,76.57,1.51,77,20.83
9780486437453      ,Dover Publications,The Burgess Animal Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,Horror,635,57.43,3.14,299,49.85
9780486280233      ,Dover Publications,The Adventures of Jimmy Skunk,Thornton W. Burgess/Thea Kliros/Harrison Cady,Romance,1172,20.86,3.82,100,28.67
9780393315080      ,W. W. Norton  Company,The Wanting Seed,Anthony Burgess,Horror,667,53.32,4.14,96,19.18
9780141182605      ,Penguin Classics,A Clockwork Orange,Anthony Burgess/Blake Morrison,Children,143,49.6,2.97,39,18.81
9780140274097      ,Penguin Books,A Clockwork Orange,Anthony Burgess,Satire,474,43.93,2.74,31,23.67
9783453164130      ,Heyne,Clockwork Orange,Anthony Burgess,Action,1445,70.29,3.01,58,47.53
9780413735904      ,Methuen Drama,A Clockwork Orange (Stage Play),Anthony Burgess,Science Fiction,1040,48.77,2.44,213,27.43
9780786706310      ,Da Capo Press,One Hand Clapping,Anthony Burgess,Chick lit,812,29.22,4.53,286,45.25
9780393316025      ,W.W. Norton  Company,The Doctor is Sick,Anthony Burgess,Short-Story,1248,39.76,1.94,151,27.17
9780099468646      ,Vintage Classics,Earthly Powers,Anthony Burgess,Satire,271,68.48,4.42,104,26.55
9780552771238      ,Black Swan,Past Mortem,Ben Elton,Fiction,375,48.3,4.89,195,16.92
9780552771832      ,Black Swan,This Other Eden,Ben Elton,Chick lit,1336,40.6,2.24,71,12.51
9780805079135      ,Holt Paperbacks,Saint-Exupéry,Stacy Schiff/Antoine de Saint-Exupéry,Suspense,1334,16.86,3.59,52,40.05
9782070513284      ,Gallimard Jeunesse,Le Petit Prince,Antoine de Saint-Exupéry,Anthology,1035,31.83,1.37,131,38.4
9780743477109      ,Simon  Schuster,Macbeth,William Shakespeare,Non-Fiction,1425,98.63,3.7,243,12.97
9780812035711      ,Barrons Educational Series,Macbeth,William Shakespeare/Alan Durband,Historical Fiction,451,44.21,4.66,207,18.21
9780446606981      ,Warner Books,Death of a Scriptwriter (Hamish Macbeth  #14),M.C. Beaton,Action,338,35.5,2.7,252,25.63
9780446614894      ,Warner Books,Death of a Poison Pen (Hamish Macbeth  #19),M.C. Beaton,Satire,1481,67.25,1.28,211,10.6
9780446614726      ,Warner Books,Death of an Outsider (Hamish Macbeth  #3),M.C. Beaton,Historical Fiction,1496,89.45,2.74,218,39.09
9780764586026      ,Cliffs Notes,Cliffs Notes on Shakespeare's Macbeth,Alex Went,Drama,460,80.79,1.57,195,26.69
9780446608282      ,Warner Books,Death of an Addict (Hamish Macbeth  #15),M.C. Beaton,Satire,641,26.52,1.98,134,29.11
9780060088743      ,Harper Perennial,A Year in the Life of William Shakespeare: 1599,James Shapiro,Graphic Novel,1402,94.84,3.2,124,37.83
9780448439044      ,Grosset & Dunlap,Who Was William Shakespeare?,Celeste Davidson Mannis/John   O'Brien,Satire,115,62.13,2.93,179,34.2
9780517209486      ,Wings,Planet of the Apes,Pierre Boulle/Xan Fielding,Chick lit,1429,51.19,4.54,58,20.76
9780060086213      ,HarperEntertainment,Planet of the Apes: Colony,William T. Quick,Adventure,353,26.48,1.04,133,15.15
9781569716687      ,Dark Horse Comics,Planet of the Apes  Volume 1: Old Gods,Ian Edginton,Short-Story,127,73.35,3.7,21,39.82
9780060086206      ,HarperEntertainment,Planet of the Apes: The Fall,William T. Quick,Suspense,800,98.28,4.89,27,16.7
9780345251671      ,Ballantine Books,Return to the Planet of the Apes #2: Escape from Terror Lagoon,William Arrow,Horror,904,45.32,3.86,100,24.54
9780345251220      ,Ballantine Books,Return to the Planet of the Apes:  Visions from Nowhere,William Arrow,Drama,561,63.23,4.74,98,10.96
9781840233803      ,Titan Books Ltd,Planet of the Apes: The Human War,Ian Edginton,Science Fiction,279,42.94,3.74,90,13.05
9780891901631      ,Award Books,Battle for the Planet of the Apes,David Gerrold/John William Corrington/Joyce Hooper Corrington,Drama,1246,12.01,2.49,86,40.49
9780307346605      ,Crown,World War Z: An Oral History of the Zombie War,Max Brooks,Anthology,757,75.98,2.84,185,30.25
9780375759239      ,Modern Library,The War of the Worlds,H.G. Wells/Arthur C. Clarke,Children,579,47.25,1.91,192,12.48
9780805076233      ,Holt McDougal,The Second World War: A Complete History,Martin  Gilbert,Suspense,541,82.01,1.28,126,44.24
9780688085872      ,William Morrow Paperbacks,A Short History of World War II,James L. Stokesbury,Mystery,858,10.09,3.92,216,24.04
9780517052259      ,Random House Value Publishing,The Complete Science Fiction Treasury of H.G. Wells,H.G. Wells,Fiction,535,62.58,2.34,67,30.6
9780486215310      ,Dover Publications,Best Science Fiction Stories of H. G. Wells,H.G. Wells,Thriller,630,78.02,1.43,25,45.87
9780439574273      ,Scholastic Paperbacks,The Invisible Man,H.G. Wells,Graphic Novel,1145,40.71,4.82,231,12.83
9780451528018      ,Signet,The Hound of the Baskervilles,Arthur Conan Doyle/Anne Perry/Sidney Paget,Graphic Novel,1388,28.07,3.81,25,19.13
9789626343340      ,Naxos Audiobooks,The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle/David Timson,Mystery,1489,77.81,1.91,171,33.75
9780763630645      ,Candlewick Press,The Hound of the Baskervilles,Arthur Conan Doyle/Pam Smy,Mystery,1484,59.15,1.73,105,11.31
9781596792500      ,Abdo Publishing Company,Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics),Malvina G. Vogel/Arthur Conan Doyle,Chick lit,884,73.55,3.67,24,15.42
9781401301958      ,Hachette Books,Jamie's Italy,Jamie Oliver/David Loftus/Chris Terry,Fiction,1306,19.36,5,94,49.01
9781401301941      ,Hachette Books,Jamie's Dinners: The Essential Family Cookbook,Jamie Oliver/Marion Deuchars/David Loftus/Chris Terry,Fantasy,946,12.9,3.19,219,18.92
9780316016650      ,Little  Brown Books for Young Readers,The Lake of Souls (Cirque du Freak #10),Darren Shan,Romance,580,55.62,1.99,227,37.5
9780439286060      ,Scholastic Paperbacks,Freak the Mighty (Freak The Mighty  #1),Rodman Philbrick,Romance,260,47.02,2.14,165,26.39
9780142002261      ,Penguin Books,Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players,Stefan Fatsis,Anthology,362,91.1,1.16,155,38.22
9780316905749      ,Little  Brown Young Readers,Vampire Mountain (Cirque Du Freak  #4),Darren Shan,Action,293,60.28,1.74,94,16.88
9781577780724      ,Albury Publishing,Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1),D.C. Talk/The Voice of the Martyrs,Horror,686,37.97,2.65,288,22.36
9780316000956      ,Little  Brown Books for Young Readers,Trials of Death (Cirque Du Freak  #5),Darren Shan,Non-Fiction,1284,97.72,2.49,76,10.06
9780446695602      ,FaithWords,Sister Freaks: Stories of Women Who Gave Up Everything for God,Rebecca St. James/Mary E. DeMuth/Tracey Lawrence/Elizabeth Jusino,Suspense,364,21.99,5,67,41.38
9781560258018      ,Thunder's Mouth Press Books,Freaks of the Storm: From Flying Cows to Stealing Thunder: The World's Strangest True Weather Stories,Randy Cerveny,Crime,538,43.23,1.89,144,49.57
9780226063126      ,University of Chicago Press,Freak Show: Presenting Human Oddities for Amusement and Profit,Robert Bogdan,Chick lit,776,64.98,4.25,279,24.66
9781577782087      ,Bethany House Publishers,Live Like a Jesus Freak: Spend Today as If It Were Your Last,D.C. Talk,Historical Fiction,813,24.45,4.78,33,21.8
9780823016624      ,Watson-Guptill Publications,Freaks!: How to Draw Fantastic Fantasy Creatures,Steve  Miller,Children,705,42.34,3.47,164,36.39
9780976249870      ,Deadite Press (Eraserhead Press),Jesus Freaks,Andre Duza,Thriller,357,60.92,3.92,130,42.35
9781588993007      ,Dr. Master Productions Inc.,Category: Freaks  Vol. 1 (Category: Freaks  #1),Sakurako Gokurakuin/Lindsey Johnston,Anthology,1263,39.91,1.19,110,26.9
9781583227206      ,Seven Stories Press,Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws,Kate Bornstein/Sara Quin,Historical Fiction,540,25.09,4.32,88,34.57
9780767916035      ,Anchor Books,Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems,David Rakoff,Children,1035,90.03,1.57,196,36.7
9780806527284      ,Citadel,I Hope They Serve Beer in Hell (Tucker Max  #1),Tucker Max,Children,1370,14.65,1.15,235,39.96
9780316779234      ,Back Bay,Holidays on Ice,David Sedaris,Thriller,1360,20.76,1.61,164,28.64
9781592289448      ,Lyons Press,The Long Walk: The True Story of a Trek to Freedom,Sławomir Rawicz,Graphic Novel,1080,61.51,3.61,296,11.35
9780451196712      ,Signet,The Long Walk,Richard Bachman/Stephen King,Thriller,380,95.15,2.28,248,16.56
9781586216887      ,Little  Brown & Company,Long Walk to Freedom: Autobiography of Nelson Mandela,Nelson Mandela/Kofi Annan/Danny Glover,Short-Story,754,65.2,2.86,77,36.91
9781879373563      ,Roberts Rinehart Publishers,Navajo Long Walk,Nancy M. Armstrong/Paulette Livers-Lambert,Science Fiction,729,84.22,2.11,121,13.53
9780553813531      ,Bantam Press,The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,Erik Larson,Historical Fiction,1042,88.08,1.34,57,20.42
9780385602730      ,Doubleday,The Devil in the White City Murder  Magic  and Madness at the Fair That Changed America,Erik Larson,Historical Fiction,1169,70.3,1.78,207,38.12
9780394705125      ,Vintage,The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It.,Marc Bloch/Peter Putnam/Joseph Reese Strayer,Chick lit,109,65.21,3.06,261,41.62
9781886363069      ,Lawbook Exchange  Ltd.,Charles Dickens as a Legal Historian,William Holdsworth,Romance,1480,38.5,2.3,201,47.9
9780226348186      ,University of Chicago Press,The Progressive Historians: Turner  Beard  Parrington (Phoenix Book),Richard Hofstadter,Thriller,1121,64.25,2.95,91,16.97
9780312182625      ,Bedford Books,What Did the Constitution Mean to Early Americans? (Historians at Work),Edward Countryman,Short-Story,777,57.87,3.99,91,44.74
9781415929018      ,Books on Tape,The Historian,Elizabeth Kostova/Paul Michael/Justine Eyre,Crime,1251,41.79,4.52,107,47.2
9781400046843      ,Broadway Books,See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,Robert B. Baer,Suspense,742,59.5,3.34,259,17.24
9780380794775      ,Avon,In a Dry Season (Inspector Banks  #10),Peter Robinson,Adventure,755,47.13,2.1,123,23.07
9780975323113      ,East Bay Municipal Utility District,Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Region,East Bay M. U. D. Staff/Nora Harlow/Jill M. Singleton/Barrie D. Coate/Kristine Sandoe,Short-Story,720,33.4,2.89,231,22.48
9780792273639      ,National Geographic Society,In Focus: National Geographic Greatest Portraits,Leah Bendavid-Val/National Geographic Society,Non-Fiction,1135,85.01,1.33,98,40.3
9781584281405      ,Amherst Media  Inc.,Portrait Photographer's Handbook,Bill Hurter,Fiction,767,21.46,3.33,120,38.47
9780749934422      ,Piatkus Books,Portrait in Death (In Death  #16),J.D. Robb,Drama,866,88.77,4.68,96,24.2
9781584281344      ,Amherst Media,Posing for Portrait Photography: A Head-To-Toe Guide,Jeff   Smith,Action,129,27.7,4.09,189,27.6
9782266082655      ,Pocket,Le Portrait de Dorian Gray,Oscar Wilde/Michel Etienne/Daniel Mortier,Non-Fiction,1034,80.87,4.84,57,13.03
9781842161906      ,Express Publishing,The Portrait of Dorian Gray,Oscar Wilde/Elizabeth  Gray,Thriller,997,58.16,1.82,92,12.13
9780393955682      ,W. W. Norton & Company,The Picture of Dorian Gray,Oscar Wilde/Donald L. Lawler,Historical Fiction,1196,42.87,4.57,87,31.21
9780393927542      ,W. W. Norton & Company,The Picture of Dorian Gray,Oscar Wilde/Michael Gillespie,Anthology,1484,70.01,4.52,243,28.82
9780192807298      ,Oxford University Press  USA,The Picture of Dorian Gray,Oscar Wilde/Joseph Bristow,Non-Fiction,1335,94.53,1.2,263,27.13
9780231121255      ,Columbia University Press,An Arab-Syrian Gentleman and Warrior in the Period of the Crusades: Memoirs of Usamah Ibn-Munqidh,Usamah ibn Munqidh/Philip Khuri Hitti/Richard W. Bulliet,Science Fiction,130,27.28,1.45,53,28.32
9780486218434      ,Dover Publications,Technical Manual and Dictionary of Classical Ballet,Gail Grant,Fantasy,421,96.39,3.2,92,37.03
9780743264075      ,Touchstone,The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet,Eliza Gaynor Minden,Graphic Novel,726,52.44,3.26,160,48.9
9780486296388      ,Dover Publications,Ballet Class,John         Green/Caroline Denzler,Satire,779,75.2,3.91,217,27.92
9780688152024      ,William Morrow Paperbacks,NYC Ballet Workout,Peter Martins/Paul Kolnik/Richard Corman/Howard  Kaplan,Children,519,97.29,2.53,250,21.18
9780789460974      ,DK Children,The Illustrated Book of Ballet Stories (with CD),Barbara  Newman/Gill Tomblin/Darcey Bussell,Thriller,925,63.28,4.4,146,19.23
9780448435367      ,Grosset & Dunlap,Lara's Leap of Faith (The Royal Ballet School Diaries  #2),Alexandra Moss/Veronica Bennett,Action,998,51.22,3.2,229,32.78
9780448437699      ,Grosset & Dunlap,Isabelle's Perfect Performance (The Royal Ballet School Diaries  #3),Alexandra Moss,Paranormal Romance,1281,78.01,1.33,243,19.59
9781841482644      ,Barefoot Books,The Barefoot Book Of Ballet Stories,Jane Yolen,Short-Story,1339,61.32,3.35,206,15.95
9780448442518      ,Grosset & Dunlap,Boys or Ballet? (Royal Ballet School Diaries  #8),Alexandra Moss,Chick lit,1461,96.77,3.74,171,10.96
9780385033985      ,Anchor,101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets  Old and New,George Balanchine/Francis Mason,Non-Fiction,146,96.09,2.57,74,25.19
9780764525681      ,For Dummies,Ballet for Dummies,Scott Speck/Evelyn Cisneros,Short-Story,1387,62.87,1.83,37,16.58
9780803729780      ,Dial,Time for Ballet,Adèle Geras/Shelagh McNicholas/Adèle Geras,Paranormal Romance,1252,73.95,4.96,170,23.88
9780415942577      ,Routledge,Ballet in Western Culture: A History of Its Origins and Evolution,Carol Lee,Chick lit,591,59.44,1.75,92,23.5
9780448440132      ,Grosset & Dunlap,Angelina's Ballet Class,Katharine Holabird/Helen Craig,Historical Fiction,466,86.35,1.68,45,10.27
9780811856980      ,Chronicle Books,San Francisco Ballet at Seventy-Five,Janice Ross/Allan Ulrich/Brigitte Lefevre,Romance,338,84.99,1.93,203,10.46
9780500203521      ,Thames  Hudson,Ballet and Modern Dance,Susan Au,Mystery,1029,89.39,2.04,49,26.15
9780813013954      ,University Press of Florida,Teaching Classical Ballet,John               White,Adventure,1255,88.21,1.46,108,38.08
9780970016409      ,Starcatcher Press,Drat! We're Rats! (Scrambled Legs  #1),Jahnna N. Malcolm,Children,1344,35.42,4.12,130,33.14
9780970016416      ,Starcatcher Press,Battle of the Bunheads (Scrambled Legs  #2),Jahnna N. Malcolm,Paranormal Romance,1222,53.84,3.64,207,16.57
9780590428880      ,Scholastic,Blubberina (Scrambled Legs  #5),Jahnna N. Malcolm,Suspense,689,13.59,4.38,295,40.34
9780811201087      ,New Directions,The Books in My Life,Henry Miller,Fiction,803,73.9,1.66,262,29.83
9780440235163      ,Dell,The Smoke Jumper,Nicholas Evans,Historical Fiction,464,82.26,1.78,198,36.37
9789500717632      ,Sudamericana,La casa de los espíritus,Isabel Allende,Non-Fiction,432,73.76,1.68,220,26.46
9780060086244      ,HarperCollins Publishers,Last Chance Saloon,Marian Keyes,Paranormal Romance,1148,28.49,4.17,285,42.05
9780060731304      ,William Morrow,Anybody Out There? (Walsh Family  #4),Marian Keyes,Romance,221,18.46,4.21,107,24.27
9780099489986      ,Arrow,Watermelon (Walsh Family  #1),Marian Keyes,Chick lit,906,63.85,3.23,106,45.04
9780060090388      ,William Morrow Paperbacks,Rachel's Holiday (Walsh Family  #2),Marian Keyes,Short-Story,1136,10.89,2.56,68,24.06
9780060090371      ,William Morrow Paperbacks,Lucy Sullivan Is Getting Married,Marian Keyes,Historical Fiction,1167,95.47,4.29,273,13.98
9780060787035      ,William Morrow Paperbacks,Essays and Stories by Marian Keyes: Bags  Trips  Make-up Tips  Charity  Glory  and the Darker Side of the Story,Marian Keyes,Adventure,270,62.06,2.22,275,18.36
9781902602325      ,New Island Books,No Dress Rehearsal,Marian Keyes,Paranormal Romance,1193,56.42,3.94,78,15.28
9781421504612      ,VIZ Media LLC,Fullmetal Alchemist  Vol. 10,Hiromu Arakawa/Akira Watanabe,Anthology,1189,23.84,1.82,62,25.98
9781421501758      ,VIZ Media LLC,Fullmetal Alchemist  Vol. 5 (Fullmetal Alchemist  #5),Hiromu Arakawa/Akira Watanabe,Drama,733,21.51,4.38,187,25.62
9780552995887      ,Black Swan,The House of the Spirits,Isabel Allende/Magda Botin,Short-Story,1091,68.03,4.01,245,21.21
9781400043187      ,Everyman's Library,The House of the Spirits,Isabel Allende/Madga Bogin/Christopher Hitchens,Paranormal Romance,613,32.89,2.12,119,34.49
9781932206104      ,Frederick P. Lenz Foundation for American Buddhism,"How To Meditate: An Anthology Of Talks On Meditation And ""Meditation: The Bridge Is Flowing But The River Is Not""",Frederick P. Lenz,Anthology,121,50.88,1.89,68,13.68
9781932206081      ,Frederick P. Lenz Foundation for American Buddhism,Insights: Talks On The Nature Of Existence,Frederick P. Lenz,Adventure,1012,77.9,4.98,21,21.05
9780743285025      ,Simon & Schuster,Palestine: Peace Not Apartheid,Jimmy Carter,Satire,1467,51.48,2.24,162,26.73
9780743285018      ,Simon  Schuster,Our Endangered Values: America's Moral Crisis,Jimmy Carter,Graphic Novel,853,67.97,1.54,219,46.37
9780743211994      ,Simon  Schuster,An Hour Before Daylight: Memories of a Rural Boyhood,Jimmy Carter,Children,713,41.44,3.57,50,17.83
9780895260901      ,Regnery Publishing,The Real Jimmy Carter: How Our Worst Ex-President Undermines American Foreign Policy  Coddles Dictators and Created the Party of Clinton and Kerry,Steven F. Hayward,Science Fiction,176,35.88,4.85,183,21.63
9780345425928      ,Ballantine Books,The Virtues of Aging,Jimmy Carter,Satire,529,63.46,1.18,97,47.56
9780812930344      ,Three Rivers Press (CA),Living Faith,Jimmy Carter,Graphic Novel,1313,54,1.13,241,22.26
9780743270687      ,Simon  Schuster,Sharing Good Times,Jimmy Carter,Crime,904,55.86,2.27,170,35.11
9780345479723      ,Ballantine Books,Until I Find You,John Irving,Romance,992,10.52,1.26,33,24.91
9780525948926      ,Dutton,Atlas Shrugged,Ayn Rand,Non-Fiction,1012,97.16,1.67,280,21.73
9780452286368      ,NAL,Atlas Shrugged,Ayn Rand/Leonard Peikoff,Thriller,535,92.4,2.22,97,44.64
9780451171924      ,Signet,Atlas Shrugged,Ayn Rand,Horror,271,98.2,3.3,37,29.2
9780394415765      ,Random House,Atlas Shrugged,Ayn Rand,Romance,474,44.97,1.59,278,19.7
9781842430347      ,No Exit Press,Skinny Legs and All,Tom Robbins,Romance,1075,24.78,2.98,242,12.89
9780449910283      ,Ballantine Books,Fannie Flagg's Original Whistle Stop Cafe Cookbook,Fannie Flagg,Children,483,48.9,1.63,64,41.83
9780393326901      ,W. W. Norton  Company,The Sari Shop,Rupa Bajwa,Science Fiction,168,12.71,4.79,273,27.23
9780440241416      ,Dell Publishing Company,Confessions of a Shopaholic (Shopaholic  #1),Sophie Kinsella,Drama,741,57.24,1.43,222,36.43
9780440241911      ,Dell Publishing Company,Shopaholic and Sister (Shopaholic  #4),Sophie Kinsella,Non-Fiction,1468,89.31,3.44,275,23.36
9780440241812      ,Dell Publishing Company,Shopaholic Takes Manhattan (Shopaholic  #2),Sophie Kinsella,Satire,1071,31.16,4.06,62,48.8
9780440241898      ,Dell Publishing Company,Shopaholic Ties the Knot (Shopaholic  #3),Sophie Kinsella,Adventure,924,35.44,4.98,82,20.13
